Datetime;Year;Month;Day;Hour;Minute;Second;Original_index;Latitude;Longitude;Course;Speed;Temp_SBE45;Cond_SBE45;Salinity_SBE45;SoundVel_SBE45;Temp_in_SBE38;Oxygen;Saturation;Temperature_Optode;pH;Chlorophyll;Turbidity;pressure;flow_main;flow_SBE45;Phycocyanin;CDOM;Unnamed_0_x;ch4_MIN;ch4_MEAN;ch4_MAX;Unnamed_0_y;co2_MIN;co2_MEAN;co2_MAX;Total_counts;Live_time_minutes;percent_counts_A;percent_counts_B;percent_counts_C;percent_counts_D;High_voltage;HV_duty_cycle;Air_temperature_celsius;Relative_humidity;Leakage_current;Batter_voltage;Pump_current_mA];Flags_byte;Radon_Bq_m3;Radon_2sigma_uncert_Bq_m3;Units_byte;Run;Cycle;CA_count_ratio;Mode;Calculated_radon_Bq_m3;Calculated_radon_2sigma_uncert_Bq_m3;Calculated_thoron_Bq_m3;Calculated_thoron_2sigma_uncert_Bq_m3;Meaningful_thoron_threshold_air_Bq_m3;Total_counts_AA;Total_counts_BB;Total_counts_CC;Total_counts_DD;Total_counts_other;Avg_CPM_A;Avg_CPM_B;Avg_CPM_C;Avg_CPM_D;Avg_CPM_other
2022-04-27 13:12:00;2022;4;27;13;12;0;1715;56.607598;12.664438;0;0;8.939943;1.290051;11.012926;1456.638724;8.802796;9.894917;86.293333;9.319083;8.317862;0.448472;1.458586;283.593332;9.649402;4.411291;0.471333;0.02375;912;2291.38;2297.06;2303.01;912;388.839;392.045;394.934;19;28.2;21.1;5.3;10.5;0;2218;9;17.9;3;1;7.03;40;133;11.06619;17.90547;254;2;65;0.498;Sniff;11;18;5;27;1.15;4;1;2;0;12;0.142;0.0357;0.0707;0;0.425
2022-04-27 13:42:00;2022;4;27;13;42;0;1745;56.627157;12.681029;0;0;8.95105;1.293712;11.043312;1456.719776;8.811681;9.884128;86.23475;9.336167;8.317455;0.513117;1.464654;283.930214;9.674321;4.412121;0.501083;0.02375;942;2279.78;2284.19;2288;942;383.604;386.537;389.951;15;28.3;20;0;6.7;13.3;2218;8;17.6;3;1;7.03;40;133;5.523327;16.56998;254;2;66;0.335;Sniff;5;18;0;22;0.81;3;0;1;2;9;0.106;0;0.0355;0.0705;0.318
2022-04-27 14:12:00;2022;4;27;14;12;0;1775;56.646555;12.695432;0;0;9.000288;1.295059;11.040484;1456.910879;8.855101;9.861899;86.146667;9.38775;8.316187;0.537625;1.499079;283.068061;9.632568;4.403522;0.51625;0.027708;972;2268.1;2272.59;2275.75;972;384.966;388.505;391.053;11;28.3;0;0;18.2;9.1;2218;8;17.3;3;1;7.03;40;133;0;11.04665;254;2;67;;Sniff;0;11;0;22;1.14;0;0;2;1;8;0;0;0.0707;0.0354;0.283
2022-04-27 14:42:00;2022;4;27;14;42;0;1805;56.689309;12.62383;0;0;9.051348;1.315064;11.209136;1457.318293;8.90281;9.84276;86.090583;9.441917;8.314076;0.50152;1.456243;284.320289;9.65361;4.407971;0.488833;0.022708;1002;2246.39;2250.48;2254.53;1002;401.652;407.642;410.325;8;28.3;12.5;0;25;12.5;2218;9;17.6;3;1;7.03;50;133;2.759228;13.32273;254;2;68;2;Sniff;1;13;0;22;1.14;1;0;2;1;4;0.0353;0;0.0707;0.0353;0.141
2022-04-27 15:12:00;2022;4;27;15;12;0;1835;56.744505;12.558745;0;0;9.120245;1.339117;11.409224;1457.833879;8.983442;9.804816;85.89425;9.508417;8.314538;0.426249;1.45478;285.967025;9.641871;4.405481;0.47425;0.019583;1032;2228.16;2232.59;2236.1;1032;439.177;442.5;445.091;15;28.3;6.7;6.7;0;0;2218;9;18.2;3;1;7.03;40;133;2.761664;13.33449;254;2;69;0;Sniff;3;13;6;27;0;1;1;0;0;13;0.0355;0.0355;0;0;0.459
2022-04-27 15:42:00;2022;4;27;15;42;0;1865;56.804527;12.504133;0;0;9.00226;1.309404;11.172288;1457.079707;8.873275;9.842915;86.003917;9.399;8.315269;0.480392;1.451346;287.57165;9.661141;4.406344;0.512167;0.020833;1062;2247.04;2251.87;2254.33;1062;432.846;436.261;439.797;26;28.3;3.9;7.7;7.7;3.9;2218;8;18.2;3;1;7.03;50;133;2.761664;13.33449;254;2;70;1.97;Sniff;1;13;10;30;1.14;1;2;2;1;20;0.0358;0.0707;0.0707;0.0358;0.706
2022-04-27 16:12:00;2022;4;27;16;12;0;1895;56.866177;12.455533;0;0;9.524141;1.579201;13.490259;1461.943948;9.409439;9.755283;86.16225;9.853083;8.304835;0.812928;1.637761;286.736092;9.648294;4.394525;0.704667;0.026875;1092;2208.28;2212.73;2230.01;1092;386.11;388.385;391.551;16;28.3;18.8;0;6.3;0;2218;8;17.9;3;1;7.03;40;133;8.284988;16.56998;254;2;71;0.335;Sniff;8;17;0;22;0.81;3;0;1;0;12;0.106;0;0.0356;0;0.423
2022-04-28 06:13:00;2022;4;28;6;13;0;1956;56.871681;12.401604;0;0;8.896093;1.361211;11.686419;1457.289362;8.723514;9.704547;84.756583;9.38;8.327403;0.468401;;274.732431;9.123229;4.190677;0.543125;0.017456;493;3463.01;3572.38;3665.97;493;398.97;402.045;406.162;34;28.3;26.5;0;38.2;3;2201;9;17.6;3;1;7.03;40;133;24.87692;23.00992;254;2;99;1.44;Sniff;23;23;0;22;2.92;9;0;13;1;11;0.318;0;0.459;0.036;0.388
2022-04-28 06:43:00;2022;4;28;6;43;0;1986;56.859574;12.336405;0;0;8.917969;1.360848;11.675862;1457.362897;8.770951;9.716056;84.752583;9.328417;8.313386;0.44202;;270.3333;9.09595;4.179746;0.535377;0.021836;523;2721.47;2764.91;2798.32;523;395.493;397.746;400.873;19;28.3;5.3;0;52.6;5.3;2218;9;17.3;3;1;7.03;50;133;2.761664;13.33449;254;3;1;9.92;Sniff;1;13;0;22;2.56;1;0;10;1;7;0.0356;0;0.353;0.0356;0.247
2022-04-28 07:13:00;2022;4;28;7;13;0;2016;56.845214;12.274954;0;0;9.125364;1.469862;12.619278;1459.330983;9.084194;9.704171;84.936917;9.470833;8.301034;0.52188;;266.791309;9.088896;4.166275;0.566037;0.023922;553;2550.47;2579.92;2600.51;553;397.018;400.054;403.106;29;28.3;13.8;0;20.7;6.9;2218;9;17.6;3;1;7.03;50;133;8.284988;19.05266;254;3;2;1.5;Sniff;8;19;0;22;1.98;4;0;6;2;17;0.141;0;0.212;0.0707;0.6
2022-04-28 07:43:00;2022;4;28;7;43;0;2046;56.832366;12.210301;0;0;9.119934;1.574615;13.600171;1460.506276;8.962382;9.680581;84.939833;9.57475;8.301745;0.459708;;262.376373;8.989775;4.14257;0.550482;0.024715;583;2477.8;2499.57;2513.43;583;400.387;402.475;405.316;22;28.3;4.6;0;31.8;4.6;2218;8;17.6;3;1;7.03;50;133;2.761664;13.33449;254;3;3;6.91;Sniff;1;13;0;22;2.14;1;0;7;1;13;0.0358;0;0.247;0.0358;0.459
2022-04-28 08:13:00;2022;4;28;8;13;0;2076;56.816119;12.136454;0;0;9.09099;1.507636;12.983917;1459.641259;8.938114;9.613925;84.216583;9.505583;8.274591;0.325888;;265.680926;9.083691;4.17587;0.457917;0.021042;613;2463.04;2488.67;2507.46;613;409.697;412.595;415.923;17;28.3;0;5.9;11.8;5.9;2218;8;17.6;3;1;7.03;50;133;0;11.04665;254;3;4;;Sniff;0;11;5;27;1.14;0;1;2;1;13;0;0.0354;0.0709;0.0354;0.459
2022-04-28 08:43:00;2022;4;28;8;43;0;2106;56.803769;12.082015;0;0;9.070834;1.509813;13.011607;1459.596034;8.955117;9.647853;84.413917;9.456;8.273036;0.398148;;266.860015;9.075052;4.169064;0.483;0.02375;643;2386.99;2407.93;2429.09;643;425.384;427.246;430.824;16;28.3;0;6.3;18.8;0;2218;9;17.6;3;1;7.03;50;133;0;11.03691;254;3;5;;Sniff;0;11;5;27;1.4;0;1;3;0;12;0;0.0356;0.106;0;0.423
2022-04-28 09:13:00;2022;4;28;9;13;0;2136;56.790573;12.013624;0;0;9.222116;1.513775;12.993564;1460.165724;9.093783;9.610453;84.32775;9.576167;8.26978;0.455928;;262.527083;9.073502;4.175206;0.487083;0.020208;673;2369.38;2389.33;2403.83;673;442.678;445.719;448.19;19;28.3;15.8;0;0;0;2218;9;17.6;3;1;7.03;50;133;8.277684;16.55537;254;3;6;0;Sniff;8;17;0;22;0;3;0;0;0;16;0.106;0;0;0;0.565
2022-04-28 09:43:00;2022;4;28;9;43;0;2166;56.778569;11.956375;0;0;8.447875;1.612607;14.223878;1458.624068;8.789468;9.816184;84.849333;8.947833;8.282634;0.56525;1.588757;264.244742;9.075052;4.167271;0.508083;0.024167;703;2359.72;2372.44;2380.37;703;435.889;438.577;441.004;20;28.3;0;5;10;10;2201;9;17.6;3;1;7.03;50;133;0;13.33449;254;3;7;;Sniff;0;13;5;27;1.14;0;1;2;2;15;0;0.0353;0.0707;0.0707;0.53
2022-04-28 10:13:00;2022;4;28;10;13;0;2196;56.779643;11.955722;0;0;8.347915;1.646001;14.585061;1458.670814;8.311386;9.855693;85.016583;8.862833;8.280376;0.579417;1.600618;263.016893;8.99199;4.137922;0.513917;0.022917;733;2391.17;2407.77;2418.69;733;415.377;418.223;420.487;11;28.3;18.2;9.1;9.1;0;2218;8;17.6;3;1;7.03;40;133;5.518455;15.0767;254;3;8;0.5;Sniff;6;15;5;27;0.81;2;1;1;0;7;0.0707;0.0354;0.0354;0;0.247
2022-04-28 10:43:00;2022;4;28;10;43;0;2226;56.837709;11.891741;0;0;9.289193;1.496681;12.810434;1460.204276;9.138532;9.660797;84.972667;9.677167;8.284956;0.428543;1.528265;271.164134;9.042492;4.149177;0.50575;0.021875;763;2317.17;2332.44;2343.42;763;407.164;411.975;415.072;17;28.3;0;0;11.8;0;2218;8;17.6;3;1;7.03;50;133;0;11.04665;254;3;9;;Sniff;0;11;0;22;1.14;0;0;2;0;15;0;0;0.0709;0;0.53
2022-04-28 11:13:00;2022;4;28;11;13;0;2256;56.926015;11.813394;0;0;9.234883;1.588317;13.684685;1461.057644;8.943087;9.660787;84.9885;9.685;8.279625;0.394851;1.498695;269.945151;9.099307;4.168732;0.499917;0.028542;793;2304.31;2317.8;2326.46;793;411.598;414.987;418.056;14;28.3;7.2;7.2;0;0;2218;9;17.9;3;1;7.03;50;133;2.759228;13.32273;254;3;10;0;Sniff;3;13;6;27;0;1;1;0;0;12;0.0356;0.0356;0;0;0.423
2022-04-28 11:43:00;2022;4;28;11;43;0;2286;57.015556;11.747747;0;0;9.379326;1.959274;17.127117;1465.805224;9.218858;9.619325;84.728667;9.737167;8.253683;0.326117;1.600039;269.741248;9.114479;4.18397;0.443333;0.021458;823;2455.05;2474.4;2505.26;823;408.762;411.458;415.717;20;28.3;5;10;5;0;2218;9;17.6;3;1;7.03;50;133;2.761664;13.33449;254;3;11;1;Sniff;3;13;10;30;0.81;1;2;1;0;16;0.0353;0.0707;0.0353;0;0.565
2022-04-28 12:13:00;2022;4;28;12;13;0;2316;57.104047;11.694176;0;0;9.608882;1.930544;16.746191;1466.222667;9.456488;9.577;84.851667;9.985083;8.256623;0.325267;1.637357;271.416796;9.083802;4.16322;0.44625;0.019375;853;2398.74;2416.94;2427.8;853;422.609;425.18;427.907;16;28.3;6.3;12.5;12.5;0;2218;8;17.6;3;1;7.03;50;133;2.761664;13.33449;254;3;12;1.98;Sniff;3;13;10;30;1.14;1;2;2;0;11;0.0356;0.0707;0.0707;0;0.388
2022-04-28 12:43:00;2022;4;28;12;43;0;2346;57.196039;11.661317;0;0;9.929302;2.202175;19.163957;1470.367707;9.848159;9.479888;84.505417;10.244417;8.250843;0.306283;1.550571;272.077264;9.103405;4.174376;0.431083;0.022917;883;2669.17;2698;2716.35;883;437.215;440.202;442.33;20;28.3;15;10;10;0;2218;8;17.9;3;1;7.03;50;133;8.284988;16.56998;254;3;13;0.667;Sniff;8;17;10;30;1.14;3;2;2;0;13;0.106;0.0707;0.0707;0;0.459
2022-04-28 13:13:00;2022;4;28;13;13;0;2376;57.292155;11.655106;0;0;9.811284;1.893579;16.305297;1466.461103;9.65778;9.507211;84.534417;10.1365;8.251258;0.342376;1.503087;273.575505;9.107834;4.177828;0.459083;0.020625;913;2586.4;2619.73;2644.43;913;430.272;433.755;436.077;9;28.3;11.1;11.1;0;0;2218;9;17.9;3;1;7.03;50;133;2.761664;13.33449;254;3;14;0;Sniff;3;13;6;27;0;1;1;0;0;7;0.0353;0.0353;0;0;0.247
2022-04-28 13:43:00;2022;4;28;13;43;0;2406;57.391187;11.649142;0;0;9.766421;1.582619;13.431398;1462.807155;9.654238;9.596965;85.188167;10.064667;8.267012;0.347681;1.454487;275.253269;9.083469;4.160498;0.459083;0.019167;943;2323.89;2341.13;2352.66;943;448.789;451.934;454.556;9;28.3;22.2;0;11.1;11.1;2218;8;18.2;3;1;7;50;133;5.523327;15.09001;254;3;15;0.5;Sniff;4;15;0;22;0.81;2;0;1;1;5;0.0706;0;0.0353;0.0353;0.177
2022-04-28 14:13:00;2022;4;28;14;13;0;2436;57.48895;11.65118;0;0;9.566688;1.751186;15.076653;1464.03478;9.327399;9.677925;85.752667;9.9885;8.273548;0.386965;1.498402;274.470904;9.057665;4.156946;0.47425;0.022708;973;2280.47;2291.93;2298.57;973;430.279;432.863;436.532;23;28.3;0;0;13.1;4.4;2201;9;18.2;3;1;7.03;40;133;0;11.04665;254;3;16;;Sniff;0;11;0;22;1.4;0;0;3;1;19;0;0;0.106;0.0358;0.67
2022-04-28 14:43:00;2022;4;28;14;43;0;2466;57.584666;11.660424;0;0;9.065619;2.027119;17.931629;1465.575724;8.997438;9.787888;85.731833;9.501333;8.292535;0.658608;1.667154;278.732988;8.974833;4.128274;0.626203;0.016017;1003;2348.95;2362.77;2372.73;1003;415.626;417.971;421.107;17;28.3;0;0;5.9;0;2218;8;18.2;3;1;7.03;50;133;0;11.03691;254;3;17;;Sniff;0;11;0;22;0.81;0;0;1;0;16;0;0;0.0354;0;0.565
2022-04-28 15:13:00;2022;4;28;15;13;0;2496;57.65463;11.741758;0;0;9.537724;1.747015;15.04971;1463.890729;9.458968;10.040843;88.563583;9.795583;8.331649;1.268712;3.09664;273.998825;8.888217;4.077697;0.8085;0.025625;1033;2542.92;2562.75;2570.75;1033;402.71;407.95;411.112;16;28.3;12.5;0;18.8;6.3;2218;9;18.5;3;1;7.03;50;133;5.518455;15.0767;254;3;18;1.5;Sniff;4;15;0;22;1.4;2;0;3;1;10;0.0707;0;0.106;0.0356;0.353
2022-04-28 15:43:00;2022;4;28;15;43;0;2526;57.685998;11.870894;0;0;8.501641;1.165356;9.989383;1453.63881;8.291139;9.721656;84.187;9.0245;8.276119;1.552735;6.354011;271.707136;8.792529;4.051038;1.124667;0.020208;1063;6616.56;6678.49;6709.66;1063;340.199;344.336;346.603;16;28.3;18.8;0;6.3;0;2218;9;18.5;3;1;7.03;40;133;8.284988;16.56998;254;3;19;0.335;Sniff;8;17;0;22;0.81;3;0;1;0;12;0.106;0;0.0356;0;0.423
